"","logFC","logCPM","LR","PValue","FDR"
"Bra011383",2.06749698750737,4.57780917097484,69.0244276709061,9.72513915316404e-17,1.35812896227278e-15
"Bra100543",1.33152973026943,4.65032607010244,68.9350512627642,1.01760070246597e-16,1.42026801876116e-15
"Bra009915",1.6658510266734,4.28736208690866,68.8915837923774,1.04027818749914e-16,1.4510763759927e-15
"Bra029001",1.81615924172442,7.89656176417398,68.8086303039603,1.08496852957491e-16,1.51253675404892e-15
"Bra028978",4.9435478931612,1.26870919847901,68.7621657566573,1.11083482930331e-16,1.54769879927396e-15
"Bra007471",-2.4922052424366,7.61438223877001,68.7584500362065,1.11292977663908e-16,1.54971924981134e-15
"Bra017157",-4.32502026493277,3.95657471463328,68.7114650617026,1.13976369672476e-16,1.58616564488031e-15
"Bra006343",2.38383410475314,3.39747569579222,68.6871722765139,1.15389058158964e-16,1.60489619432439e-15
"Bra021202",-2.06401195057661,5.12676396044643,68.6530220231178,1.17404654059676e-16,1.63198580432056e-15
"Bra023023",3.01453872990596,2.71419682073687,68.6083090994735,1.20097017414964e-16,1.66844607893136e-15
"Bra039921",3.75076277213686,1.62948165651321,68.559966807907,1.23077454884438e-16,1.70886398075829e-15
"Bra031975",-2.13717336338306,5.34729932005161,68.5544247807574,1.23423829790618e-16,1.71268379052408e-15
"Bra005218",-3.03376596028185,7.65583559854846,68.5135777404632,1.26007018319679e-16,1.74752029907395e-15
"Bra011995",-1.67123835746218,3.76460511431681,68.4868725108514,1.27725040691195e-16,1.77032504496665e-15
"Bra035516",-2.56204058487974,7.34215308105105,68.3815624025357,1.34731419807398e-16,1.86636019806974e-15
"Bra019684",6.51057073164037,0.952410881977149,68.3734309841971,1.35288137892923e-16,1.87299257264891e-15
"Bra029971",2.6059776825559,3.29614011393343,68.3551843016768,1.36545788597848e-16,1.88931576462906e-15
"Bra022255",1.29702650708184,6.48410598677881,68.3485430495861,1.37006433687052e-16,1.8945987498473e-15
"Bra026655",5.32115907621979,1.0252282105527,68.2907434375182,1.41081697487673e-16,1.94983180990152e-15
"Bra024841",1.77750399713431,4.92968168379293,68.228038153141,1.45640102858798e-16,2.01167484603928e-15
"Bra003751",-1.81217457874614,9.4463244853537,68.2188231500945,1.46322299274375e-16,2.01993689877102e-15
"Bra003167",-3.59991063744089,6.47786339596978,68.2054110526314,1.47320927443011e-16,2.03255520675391e-15
"Bra027806",5.97016011301931,1.56918037204664,68.1946431029982,1.48127611799902e-16,2.04251234767575e-15
"Bra017992",-6.5671316541048,0.813053459377855,68.1844809351556,1.48892966416147e-16,2.05188850621885e-15
"Bra004740",-2.43205387634713,4.2727702852243,68.1736522491765,1.49712873512437e-16,2.06200527335123e-15
"Bra016445",-1.67705766885778,3.34967421140801,68.1633679318907,1.50495744571439e-16,2.07160064434706e-15
"Bra027006",-1.91192053290099,3.94760193932153,68.1599339275201,1.50758061594974e-16,2.07402361326481e-15
"Bra026350",-2.82978474580747,7.38159562311669,68.1455391510777,1.51862637597208e-16,2.08802438902248e-15
"Bra013991",6.60787469624387,1.03786529160943,68.0833648687732,1.56727313397825e-16,2.15367881658281e-15
"Bra004344",3.00645379000723,2.93556160581407,68.0660084565197,1.58112946384279e-16,2.17147803051415e-15
"Bra022691",-4.02174346862323,1.03053523690509,68.0634330230046,1.58319595281239e-16,2.17307433066207e-15
"Bra020820",-2.24633978929729,4.15802024060606,68.0510554054662,1.59316532594755e-16,2.18551001391686e-15
"Bra102379",6.44567921423913,0.876310353217121,68.0054768435508,1.63042039457831e-16,2.2339343716561e-15
"Bra000211",-1.99454043986393,7.69739800255768,68.0052804450825,1.63058279837893e-16,2.2339343716561e-15
"Bra030779",-3.98661866213027,1.94410474704069,68.0044694775255,1.63125356672067e-16,2.2339343716561e-15
"Bra019291",2.33687118198404,2.83027087128201,67.9083694287614,1.71272633548665e-16,2.34417225211197e-15
"Bra013907",-1.75092920183655,5.17546550111578,67.8865114733278,1.73181841636024e-16,2.36895411603882e-15
"Bra035153",6.49119924318297,0.917312254207779,67.8624801147176,1.75305468842006e-16,2.39663915708121e-15
"Bra018210",3.02980120531243,1.66984758802369,67.8514860541484,1.76285669127718e-16,2.40866956896849e-15
"Bra016810",-2.14658676125185,7.45758375756974,67.832954327887,1.77950333106855e-16,2.43003312834668e-15
"Bra034800",-2.47753600471185,3.51120144721211,67.8295390622036,1.78258830603908e-16,2.43286356316543e-15
"Bra012578",-3.53887953585639,10.0478963393851,67.7869344726348,1.82152527645904e-16,2.48459355813942e-15
"Bra032002",-1.93442898439831,6.11775359879293,67.7227154417656,1.8818297622184e-16,2.56539401617453e-15
"Bra008469",-1.55005272915483,4.6908447268246,67.7175444800051,1.88677154039604e-16,2.57067274387066e-15
"Bra000074",3.03604727695952,2.99575922491177,67.7086303478297,1.89532108710189e-16,2.58085818738849e-15
"Bra007039",-3.02385538321525,2.59805514362423,67.6935779277574,1.90984593532188e-16,2.59916405489955e-15
"Bra005227",-3.4361858700084,4.37024222750742,67.6913088800482,1.91204509266842e-16,2.60068430997129e-15
"Bra022139",1.22742391914564,5.46409823649281,67.6784797441226,1.92452680898925e-16,2.61618084430134e-15
"Bra020657",1.811552901373,3.33532525643722,67.6552221201736,1.94736280530381e-16,2.6457273975507e-15
"Bra026629",3.91565018743918,1.37120202453668,67.6197416740116,1.98272333084827e-16,2.69224703579702e-15
"Bra038830_Bra038832",-1.88902506644654,5.81897795364622,67.6076265318386,1.99494405697093e-16,2.70731143225518e-15
"Bra008529",-2.30904085169761,3.8567533617596,67.601097117952,2.001561595183e-16,2.71475910714606e-15
"Bra007396",-5.74806913270031,1.87359398910382,67.5806832159271,2.02239300380031e-16,2.7414660718182e-15
"Bra033335",-2.54302867211739,2.00021621003699,67.5465714227269,2.05768760665036e-16,2.78773753879565e-15
"Bra004639",-1.71412586637103,5.16074102973022,67.5436376499003,2.06075173221829e-16,2.79031589476813e-15
"Bra100182",6.62420305211484,1.0308814382874,67.5370761213687,2.06762133240875e-16,2.79804116571576e-15
"Bra021809",-2.38529684624259,6.60569833471465,67.5333854744872,2.0714953215094e-16,2.80170616528739e-15
"Bra024000",-1.8422909447857,4.66211099872654,67.4701606717717,2.13900014522602e-16,2.89137961138146e-15
"Bra024007",-1.79092756484113,4.98427198381178,67.4666305329383,2.14283347128685e-16,2.89493308875256e-15
"Bra013647",-2.51898318983305,3.57255054065374,67.4245507374282,2.18905999528338e-16,2.95572291722701e-15
"Bra021114",-5.96217388993174,1.80370099729023,67.4156987242167,2.19891061693487e-16,2.96735641591312e-15
"Bra021815",-2.13298175983983,6.05496448438837,67.341082313227,2.28372674755772e-16,3.08008353820439e-15
"Bra033738",5.57110475986828,1.24174285179075,67.3396204965143,2.28542067107347e-16,3.0806393947605e-15
"Bra019691",3.99628424351888,1.41473639498003,67.3077874932725,2.32262143246392e-16,3.12902934460975e-15
"Bra031018",-1.46681326530637,4.54612288240186,67.2887524352809,2.34515502129428e-16,3.15761657040822e-15
"Bra023974",-4.5435106482339,1.3311522177942,67.26540141629,2.37309674885992e-16,3.1934494547648e-15
"Bra016100",-3.95951294623706,1.9884066630814,67.1573760671051,2.50675663305373e-16,3.37142635247976e-15
"Bra020995",-4.79816248663366,0.864603859735521,67.156054472694,2.50843763459676e-16,3.37180034171693e-15
"Bra026138",-4.50867646367937,1.49010041412418,67.1210834661308,2.5533310706136e-16,3.43022688379694e-15
"Bra021905",2.58377347265279,2.4905817875469,67.0539500230936,2.64177743284929e-16,3.54706585592736e-15
"Bra030052",-2.20674966742011,2.49747848081153,67.0297559958922,2.67439822816373e-16,3.58886024654869e-15
"Bra012914",-4.0690211694846,1.70635720837283,67.0219366860574,2.68502692486507e-16,3.60111256206512e-15
"Bra008825",-2.22359849842611,2.85741489415704,66.9021590636451,2.85322240799999e-16,3.8245592500765e-15
"Bra013793",-2.14578836657949,2.45158719981436,66.9004846005478,2.85564695640214e-16,3.82567552676527e-15
"Bra040753",1.74520274734434,3.70392658984094,66.8171657665568,2.9789281475948e-16,3.98861053477957e-15
"Bra024990",1.27023882885287,4.91703604666082,66.7865126270308,3.02561129478541e-16,4.04886090528244e-15
"Bra038876",1.50574754944385,5.04709637046836,66.7746924544739,3.04380770741232e-16,4.07094459877283e-15
"Bra013751",-1.91839091786088,3.78817123434609,66.7511726976412,3.08034119752298e-16,4.11751503566558e-15
"Bra101616",-4.11469336164438,2.76283332556177,66.6870190606689,3.18223737034056e-16,4.25135591766342e-15
"Bra019044",2.40370992068795,5.97999750299667,66.6848268483663,3.18577825219159e-16,4.25372191739848e-15
"Bra019176",-4.86300406957002,0.88847506876515,66.6679377748898,3.21319012772922e-16,4.28794067350606e-15
"Bra038745",-2.50675070751848,3.25600504357935,66.6492709394056,3.24376201576421e-16,4.32608695261383e-15
"Bra008857",-1.78719138398604,4.47933817910635,66.6482908377701,3.24537520827276e-16,4.32608695261383e-15
"Bra024254",-2.97563392380923,3.46378507493244,66.5616446758513,3.3912083084214e-16,4.51797674526607e-15
"Bra003478",-3.88866315704508,2.65587600484103,66.5237709017246,3.45699525092448e-16,4.60307057400105e-15
"Bra000111",2.62433816188127,7.34241098243394,66.4823570191519,3.5303936064742e-16,4.69819933211522e-15
"Bra007103",-3.42446262359881,4.70134136648255,66.4568802417869,3.5763188743494e-16,4.75668222612693e-15
"Bra029040",3.29873648046377,2.91250743032679,66.43866380401,3.60952242240398e-16,4.7981892643837e-15
"Bra008807",-2.98890760193252,3.3723968382655,66.3274961074148,3.81894087390405e-16,5.07376589073576e-15
"Bra007932",2.29574735931264,3.72790130509356,66.3029139668529,3.86686588434604e-16,5.13459970521397e-15
"Bra006206",1.68259251355644,5.93605213485676,66.1786797907964,4.11843311617542e-16,5.46562239172613e-15
"Bra000864",3.15093669544391,3.76219835592752,66.1747251854127,4.12670438945486e-16,5.47357689272396e-15
"Bra015893",-1.49243652157614,4.28362728625259,66.1304844381428,4.22037698551744e-16,5.59473471979737e-15
"Bra041132",2.7786803830436,3.56045676923041,66.1135399877479,4.25681488577377e-16,5.63992772682948e-15
"Bra022723",-2.06782283766005,5.00322308808443,66.0917343545847,4.30416993699716e-16,5.69952728737134e-15
"Bra009391",-3.31443994967284,1.88783625746598,66.0265135892359,4.44897804544787e-16,5.8880362524391e-15
"Bra034947",5.33395916094363,1.06064036140344,66.0054094491341,4.49687097743618e-16,5.9481451332802e-15
"Bra006522",-2.05350558635778,4.53151881031935,66.0002973229706,4.50854963401517e-16,5.96031253596923e-15
"Bra040639",-1.70864351991733,3.50044453747871,65.9943098546753,4.5222665973927e-16,5.97515972521914e-15
"Bra003225",-2.88856534188112,6.83783847030509,65.9621556677218,4.59664740239099e-16,6.07010020159698e-15
"Bra019971",-1.530328565079,6.32230753513056,65.8854777392245,4.77899992640921e-16,6.30744010056667e-15
"Bra011247",4.28921053459517,2.69093600337701,65.8263975792049,4.92442368925017e-16,6.49580674793846e-15
"Bra020675",-2.68651864323426,4.65578290798311,65.7490604475471,5.12149787179538e-16,6.7520614290033e-15
"Bra028401",1.40502765221051,5.0589993551708,65.7265499984377,5.18032883497982e-16,6.82587846600356e-15
"Bra040604",-1.41840977572102,5.15688324389202,65.725102710476,5.18413436494208e-16,6.82714988093249e-15
"Bra033548",-1.49220759213257,4.78649550721396,65.7009771704165,5.24798404538091e-16,6.90745063234856e-15
"Bra040406",-1.99397982285183,4.42599144283643,65.6920413808468,5.2718322942277e-16,6.9350420010656e-15
"Bra017055",-2.85358117168178,11.0693669745157,65.6830647961504,5.29589858249568e-16,6.96288985403179e-15
"Bra036640",3.10138878291175,2.8294051652074,65.6556001471119,5.37021623380357e-16,7.05674012920912e-15
"Bra038125",-1.67537693999218,4.20935385729736,65.6494702821582,5.386945177283e-16,7.074854666165e-15
"Bra011977",-2.8773527601889,4.35807177460493,65.6115162246103,5.49169218634792e-16,7.20848334280098e-15
"Bra010982",1.48574318214835,6.0384091271756,65.607037237536,5.50418711902488e-16,7.22094067787358e-15
"Bra021071",-2.76339557869886,2.31538706792341,65.5976085173777,5.53058324578062e-16,7.25161144184896e-15
"Bra025180",-1.50535626390885,5.61895938152735,65.5938473818793,5.54114801442312e-16,7.26150225619658e-15
"Bra020024",-3.00427546006601,7.26429120171912,65.5871275356857,5.56007388194337e-16,7.28233327948921e-15
"Bra001639",-3.3117980832025,2.38386631131644,65.5634247707173,5.62734851559983e-16,7.36643214727268e-15
"Bra013394",2.7296245039475,7.74931169466365,65.542607006978,5.68710613503555e-16,7.44060472778685e-15
"Bra038223",-5.68721419465906,1.01583296876848,65.5110094816582,5.77902246345952e-16,7.55545198195257e-15
"Bra023695",-1.64599995061584,5.83721301688214,65.5102755283372,5.78117508313671e-16,7.55545198195257e-15
"Bra036198",1.7052856823523,5.53661051509914,65.4857274654746,5.85363632395128e-16,7.64599431575245e-15
"Bra020691",-1.99291978003897,4.23563763283169,65.4779062524923,5.87691339004979e-16,7.67222902859623e-15
"Bra004993",-1.26895539623581,4.95653971351508,65.469560438142,5.90185388150957e-16,7.70060565625412e-15
"Bra017644",-1.52512689197365,4.9537615355946,65.4647327193139,5.91632926853408e-16,7.71530426695324e-15
"Bra005616",-4.30754877456481,5.50963025946471,65.4332493498323,6.01160374963415e-16,7.83529742509258e-15
"Bra001032",4.31719257279053,1.46325237819838,65.4287320361045,6.02539931694995e-16,7.84902152756505e-15
"Bra034674",-2.96075244730155,3.95727704094986,65.3733216058235,6.19721828233705e-16,8.06616057092436e-15
"Bra021172",-3.61100733154129,3.61767365939718,65.3721805189607,6.20080764937195e-16,8.06616057092436e-15
"Bra026078",6.42224675235681,0.850975559566834,65.3717516416171,6.20215725017401e-16,8.06616057092436e-15
"Bra024472",2.71216695574812,2.55728766722354,65.367417491941,6.21581255078923e-16,8.07954780128006e-15
"Bra004604",1.79210723663779,4.78994175951648,65.3254721556864,6.34953082805108e-16,8.24889859034485e-15
"Bra024652",-1.29612205185194,5.15514687964012,65.3138872080538,6.38696726615805e-16,8.29305085223353e-15
"Bra003801",2.28595732530608,3.8023216932552,65.3102008111712,6.39892600616162e-16,8.30409220475639e-15
"Bra029638",-1.55897307831093,4.11923957247462,65.2984350876422,6.43724428001231e-16,8.34931079470134e-15
"Bra022944",1.96930997682511,3.58494625307717,65.2944824720985,6.45016849073993e-16,8.36156146205197e-15
"Bra005683",2.39043635259225,2.45205560538067,65.2508857735245,6.59445427151301e-16,8.54399536180828e-15
"Bra030385",3.33852792725336,6.85526446057765,65.2429847804036,6.62094659236603e-16,8.57369775867053e-15
"Bra015978",-2.09913353325689,5.57951376529779,65.2376744651432,6.6388120790915e-16,8.5922029891699e-15
"Bra030051",-3.36599318377331,7.6620573535249,65.2008183029327,6.76414328462509e-16,8.74969966106993e-15
"Bra031502",1.48853082475787,4.6106684524299,65.1987003500366,6.77141698720763e-16,8.75439676549479e-15
"Bra009312",4.60104076627185,1.05371811904321,65.1753542496648,6.85211507521012e-16,8.85396417836559e-15
"Bra018006",-3.05423723227481,7.3553967431725,65.1720456643963,6.86362909925014e-16,8.86407639824707e-15
"Bra008325",-2.24203528660523,7.56937067083092,65.1689135553085,6.87454681276102e-16,8.87340806111162e-15
"Bra034038",-7.51068091932075,1.62920447639988,65.1532681849404,6.92934318200352e-16,8.93933623383106e-15
"Bra035349",-2.21049938600814,8.15464142280845,65.1385618545567,6.98124900641826e-16,9.00146666417685e-15
"Bra005219",-1.67584895209642,5.52997344791487,65.1271824464029,7.02167928626195e-16,9.04874208933082e-15
"Bra027519",-1.67152934798052,4.68442423112186,65.0929651567277,7.14466768789134e-16,9.20230135106004e-15
"Bra002563",2.85524385205218,3.07305750382396,65.077474556011,7.20105252610258e-16,9.26995695834758e-15
"Bra036946_Bra036947",1.98947637264736,3.69149887529399,65.0750721596421,7.20983688774885e-16,9.27629656103618e-15
"Bra008569",-1.68753023564079,5.74279650930932,65.0725699451987,7.21899763218687e-16,9.28311338105828e-15
"Bra031454",-5.36206495105664,0.781280318080822,65.0684469623564,7.23411750696724e-16,9.29758182686902e-15
"Bra005062",-4.82476111006843,3.56824369260483,65.024840264437,7.39598532045189e-16,9.50054041644793e-15
"Bra035117",-2.96843447870532,5.3918766941693,64.9990127855626,7.49356023996297e-16,9.62073861149946e-15
"Bra102261",6.51558796475587,0.969889483280806,64.9655653719743,7.62183923222077e-16,9.78020737358216e-15
"Bra037614",5.84325694545429,1.48141087672237,64.9499433558007,7.68250387545831e-16,9.85279072266623e-15
"Bra010075",1.7426340936743,7.13721087092228,64.9283480679335,7.76716063350292e-16,9.95605006216582e-15
"Bra002090",-2.75436162205934,1.60341834111829,64.906986478904,7.85181940469528e-16,1.00592018961858e-14
"Bra030787",1.50208514702233,5.51714429980652,64.8927629976346,7.9087002770411e-16,1.01266756770594e-14
"Bra011441",-3.27488790012088,1.98524689379049,64.8596220805035,8.04283796723809e-16,1.0292948227082e-14
"Bra034568",2.64131823794188,3.71238825180705,64.7863167461718,8.34768172231857e-16,1.0677391299319e-14
"Bra006567",-6.58786274690427,5.37332463028081,64.7829739344508,8.36185528405661e-16,1.06898313775009e-14
"Bra032474",-7.19399770828248,2.42842474850164,64.7578323236524,8.46923035899459e-16,1.08213440961231e-14
"Bra038753",-1.18124402176637,5.06530483492577,64.7231510228813,8.61961514968089e-16,1.10076424286626e-14
"Bra015433",1.70142472483714,5.12046216240275,64.7217038715046,8.62594801265467e-16,1.10098796885896e-14
"Bra034535",3.02188577645492,2.89257337865662,64.7091873162722,8.68091617099067e-16,1.10741581344793e-14
"Bra034927",-2.56597213754049,9.21186394537665,64.6797665076023,8.81150557568675e-16,1.12347864724698e-14
"Bra004338",-1.89789661255525,3.88508127513065,64.6632304392926,8.88576467476313e-16,1.13234606677231e-14
"Bra024896",-1.28376083691263,5.27148506726746,64.63067037218,9.03381840949586e-16,1.15060302943203e-14
"Bra019192",-2.4083491644792,2.88128659512296,64.600997154819,9.1708937436688e-16,1.16744311565326e-14
"Bra000164",-1.52598478132298,5.12992542158986,64.5642241270134,9.34365734749962e-16,1.18880603859082e-14
"Bra033881",-2.53341124482205,8.22320308954278,64.5219086096631,9.5464930947917e-16,1.21397044994827e-14
"Bra101961",-3.34339582223967,1.47385243641485,64.4937384951292,9.68396067358486e-16,1.23080016302982e-14
"Bra018450",-1.93555086276912,3.30498275499942,64.4420373896519,9.94143068572885e-16,1.2628559466216e-14
"Bra025414",3.96350278037843,2.77078727526621,64.4380534104673,9.96155268904731e-16,1.2647435675043e-14
"Bra019773",7.23377753446182,2.67380392026118,64.3700777294818,1.03112267475085e-15,1.30844785453864e-14
"Bra100396",6.57990659802655,0.976344363581093,64.3429709401257,1.04540679801618e-15,1.32587371944701e-14
"Bra001683",-1.81326163905024,3.6721390496512,64.3277623113192,1.05350761755057e-15,1.33544314769043e-14
"Bra029815",-1.97821023307729,4.50669213618384,64.3153353838796,1.0601733739211e-15,1.34318433678544e-14
"Bra027691",6.85745268078273,1.16439830600734,64.2588446380239,1.09101066089308e-15,1.38152530157557e-14
"Bra030106_Bra030107",-1.75090803713005,5.09293282040886,64.2371025637484,1.10311701370097e-15,1.39611976341702e-14
"Bra102669",6.72745954035351,1.11161501542596,64.2313092107481,1.10636546568205e-15,1.39949408432644e-14
"Bra011339",-1.67904693049795,7.24230825749839,64.2302228740459,1.10697566166289e-15,1.39952935572888e-14
"Bra001819",-2.08718663986432,5.99952793904043,64.2005473447418,1.12377527947704e-15,1.42002182265779e-14
"Bra007308",-1.46750761783037,4.44754392964013,64.1869384351564,1.13156449561485e-15,1.4291130366583e-14
"Bra006716",2.09760551990104,5.21379901149015,64.1723734773318,1.13996076529098e-15,1.43896097862413e-14
"Bra025194",-2.29695518712476,2.91656443755538,64.1155279184058,1.17333120440271e-15,1.48030667541285e-14
"Bra004333",-2.54082641169958,5.40713218713819,64.0951642112142,1.18552173735294e-15,1.49490185915742e-14
"Bra039813_Bra039815",-2.70031406111501,2.07067231646935,64.0728353126621,1.19903440675156e-15,1.51114802998779e-14
"Bra037478",-3.31538088212795,6.80026030958452,64.0685633332509,1.20163716592605e-15,1.51363457263452e-14
"Bra021925",3.31983130706398,1.76800743248054,63.9622998131914,1.26823042907338e-15,1.5966815155762e-14
"Bra009766",-3.11287775232498,1.64687319372438,63.9377099322578,1.2841591867988e-15,1.61588910447761e-14
"Bra034699",2.04522071092051,3.33517514933103,63.9302615606951,1.28902345105423e-15,1.6211611524143e-14
"Bra036637",-3.82323583572719,2.85078886149794,63.9169083543411,1.29779014392578e-15,1.63133307108327e-14
"Bra016470",-2.03974680741261,8.62729424288273,63.9096102771235,1.30260668607695e-15,1.63653157831539e-14
"Bra037551",-2.3528784581146,3.28621466697519,63.8853274028384,1.31876187423142e-15,1.65596253319111e-14
"Bra022742",-2.36105030191224,10.2677991066778,63.8633499096174,1.33355605294303e-15,1.67339526121703e-14
"Bra028711",6.39797512038262,3.24658219937366,63.8626390507757,1.33403733065317e-15,1.67339526121703e-14
"Bra040256",6.36030084162288,0.789970198986408,63.8538872621678,1.33997687371083e-15,1.67960670579327e-14
"Bra029712_Bra029713",1.48894298420439,6.72735814018049,63.8532846608353,1.34038681106412e-15,1.67960670579327e-14
"Bra005019",-1.55851644031195,5.01425444829315,63.8090771293395,1.37080505916507e-15,1.71682797248428e-14
"Bra004881",1.61132369099569,3.71041801204197,63.7601351454846,1.40528715401486e-15,1.75909747185381e-14
"Bra037738",-4.20243735455841,1.48246261715122,63.7547186130908,1.40915631517781e-15,1.7630225340439e-14
"Bra019259",-2.01450427516072,4.40939206800557,63.7443181803353,1.41661550218459e-15,1.77143272526038e-14
"Bra036297",-1.59615311541969,3.68231640740308,63.7248342398596,1.43069586040934e-15,1.7881094284492e-14
"Bra003999",-2.51879238630564,4.58895268120054,63.6426167612955,1.49167008211739e-15,1.86334712856598e-14
"Bra037927",3.27620947292963,5.17669716437513,63.5911912259057,1.53112306021996e-15,1.91163696775722e-14
"Bra008308",-1.56057351845015,3.77462922446674,63.5831647303167,1.53737437408635e-15,1.91844525995801e-14
"Bra025213",-1.73894024375603,6.52855301484937,63.5622902435137,1.55375196850779e-15,1.93787622268377e-14
"Bra026789",1.63628816662553,4.94080552358585,63.5006885052705,1.60310781485589e-15,1.99839695136133e-14
"Bra011745",-2.22461633064365,7.16758545466564,63.4629479681824,1.63411757694117e-15,2.03599698518425e-14
"Bra036601",4.05701637137682,2.1650158558106,63.4454900586583,1.64866429060797e-15,2.05305686841824e-14
"Bra023899",-2.4357924516767,2.15811878862177,63.4157436689999,1.67374937400939e-15,2.08321555955161e-14
"Bra009111",-4.02312131583839,7.51553996433629,63.4101292400277,1.67852667584096e-15,2.08808023432513e-14
"Bra021749",-4.97476975486235,2.4541466384429,63.4076693574186,1.68062407859776e-15,2.08960781712461e-14
"Bra005992",-1.46180442282481,3.91008786425472,63.405867385301,1.6821621819851e-15,2.09043877362099e-14
"Bra003361",-3.2491381309285,2.44055610476153,63.3915096882074,1.69446785532755e-15,2.10464291653449e-14
"Bra038805",-1.76055765906544,7.08334044049666,63.3893789695525,1.69630170701221e-15,2.10583239805431e-14
"Bra014541",-1.59250491815455,4.0783166574843,63.388150230196,1.69736015216347e-15,2.10605853882792e-14
"Bra007265",-2.39329774254014,4.93304104682507,63.3871167698513,1.69825089408758e-15,2.10607646999489e-14
"Bra032013",1.57611910919642,3.94832647806818,63.3624540752099,1.71964703161836e-15,2.13151092098586e-14
"Bra021486",-6.51507291526235,0.769603177821855,63.3267303458214,1.75111832681177e-15,2.16940092095846e-14
"Bra016178",5.02609654571405,8.32939411035249,63.3167912194771,1.75997634567842e-15,2.17925149366487e-14
"Bra019738",-1.19300813250628,6.37724002908364,63.3044243586019,1.77106064409113e-15,2.19184714315583e-14
"Bra031475",1.53085579078586,7.11634028291193,63.2919951731858,1.78227117376619e-15,2.20458596964985e-14
"Bra040774",-1.83089269167015,6.21329719220209,63.2824097538959,1.79096522625524e-15,2.21420052715115e-14
"Bra014978",-1.74482108736516,4.3975877838858,63.2738093328764,1.79880198496491e-15,2.22274585638286e-14
"Bra012845",-1.66748603671331,5.33673942900399,63.2561151640081,1.81503308924554e-15,2.24164980816687e-14
"Bra034269",-2.49660641966135,2.73484871516022,63.2488735855097,1.82171806887772e-15,2.24875049139225e-14
"Bra024140",1.5928469792369,4.71771762260968,63.2311812641485,1.8381543230704e-15,2.2678747946958e-14
"Bra004031",3.12751284741365,8.10305455745383,63.2231050356732,1.84570641902264e-15,2.27602401615137e-14
"Bra013398",2.6343823440247,2.47103329506787,63.1357335191605,1.92941908959591e-15,2.37803376406913e-14
"Bra000829",6.42518963482091,0.881607503848856,63.1246461383054,1.94031025907581e-15,2.3902315103346e-14
"Bra033168",1.92281274299421,3.43874510842606,63.104757882128,1.96000090422185e-15,2.41325111332316e-14
"Bra005037",-2.47324700956227,4.60922198206724,63.082804445583,1.98196842530223e-15,2.43904911078924e-14
"Bra011431_Bra011432",-2.05673194718063,6.07310434397702,63.0770436217714,1.98777363309627e-15,2.44494122302128e-14
"Bra013209",1.58620549803843,6.14233994894411,63.064625203165,2.00034565461796e-15,2.45914616179479e-14
"Bra032147",-4.29336659643426,3.84986323272118,63.0605423346458,2.00449637602901e-15,2.46298905426796e-14
"Bra033698",-1.54075043218415,5.95232313801493,63.0495037693981,2.01576158197486e-15,2.47556534804209e-14
"Bra000675",1.4573655849683,4.71969028431212,63.0448965662184,2.02048209349202e-15,2.47920036120559e-14
"Bra030345",1.80673740807124,3.52205418774002,63.0446017692948,2.02078451676864e-15,2.47920036120559e-14
"Bra000090",3.79432101614366,5.98855770912496,63.0391998205841,2.026334238235e-15,2.48474066743572e-14
"Bra008633",1.61872279960713,4.0280315541586,63.0193170328257,2.04689260092604e-15,2.50866990161431e-14
"Bra037007",7.32258190674513,1.58636540850017,63.0175260625374,2.04875463804055e-15,2.50967222072714e-14
"Bra030130",-3.45070120064611,3.56574231310656,63.0125840616573,2.05390153522916e-15,2.5146953386499e-14
"Bra028624",-2.54803701991675,7.62313262477946,63.006111909648,2.06066159301382e-15,2.5216874096993e-14
"Bra030958",-3.88000559315333,2.19910971944938,63.003589367339,2.06330237214165e-15,2.523634056593e-14
"Bra016993",1.98936797912186,5.04748585868794,62.9537353061454,2.11619348882709e-15,2.58700886624976e-14
"Bra021605",-1.95100207840812,3.85469657530608,62.9420194742788,2.12881860529814e-15,2.60111979459764e-14
"Bra015279",-2.15862848556731,4.34427434997596,62.9290966556361,2.14283180335171e-15,2.61691156309731e-14
"Bra007998",-1.1720697937601,5.8727710326034,62.9276035496342,2.14445682796133e-15,2.61756604384066e-14
"Bra000165",-3.40957168548974,3.9711753083613,62.9123225779479,2.16115894482214e-15,2.63620023816471e-14
"Bra011214",-3.58692849653892,1.18023119584025,62.9116320756405,2.16191673022495e-15,2.63620023816471e-14
"Bra010621",-2.82690225866546,4.30109186002291,62.9005101939059,2.1741590254791e-15,2.64978387517062e-14
"Bra006629",1.98457851390393,6.14172477633719,62.8780568941373,2.19908601693319e-15,2.67880554135694e-14
"Bra040624",-2.32031874616146,3.78944639490816,62.8322354282965,2.25084632626019e-15,2.74046811577191e-14
"Bra030073",4.06320226497439,1.25071251815778,62.8209917349653,2.26373244191551e-15,2.75476179792392e-14
"Bra025784",-2.72492375011647,4.2277233938951,62.8088458295889,2.27773550169692e-15,2.77039954695262e-14
"Bra015390",2.38028472069932,2.27267292118833,62.7956018877189,2.29310327704612e-15,2.78768053416927e-14
"Bra016525",-1.70418934472719,4.06331212379884,62.7828145238097,2.30803968021522e-15,2.80441990264371e-14
"Bra038908",5.87230690271822,5.73110466223635,62.7645482033243,2.32954481584154e-15,2.82911976270518e-14
"Bra003547",3.99569489391226,1.65966238655933,62.75585442544,2.33985039107731e-15,2.84020021712889e-14
